阿Q	ĀQ
焰火	yànhuǒ
雁过拔毛	yànguòbámáo
雁过留声	yànguòliúshēng
雁来红	yànláihóng
雁行	yànháng
燕儿	yànér
燕尔	yàněr
燕尔新婚	yàněrxīnhūn
燕京	yànjīng
燕麦	yànmài
燕麦片	yànmàipiàn
燕雀	yànquè
燕雀安知鸿鹄之志	yànquèānzhīhónghúzhīzhì
燕雀处堂	yànquèchǔtáng
燕莎	yànshā
燕山	yānshān
燕山街	yànshānjiē
燕瘦环肥	yànshòuhuánféi
燕婉之欢	yànwǎnzhīhuān
燕尾	yànwěi
燕尾服	yànwěifú
燕窝	yànwō
燕舞	yànwǔ
燕鱼	yànyú
燕语莺声	yànyǔyīngshēng
燕子	yànzi
央求	yāngqiú
央行	yāngháng
泱泱大国	yāngyāngdàguó
殃及池鱼	yāngjíchíyú
秧苗	yāngmiáo
扬长	yángcháng
扬长避短	yángchángbìduǎn
扬长补短	yángchángbǔduǎn
扬长而去	yángchángérqù
扬场	yángcháng
扬幡招魂	yángfānzhāohún
扬眉吐气	yángméitǔqì
扬名	yángmíng
扬清激浊	yángqīngjīzhuó
扬沙	yángshā
扬汤止沸	yángtāngzhǐfèi
扬言	yángyán
扬扬得意	yángyángdéyì
扬扬自得	yángyángzìdé
羊肠小道	yángchángxiǎodào
羊角	yángjiǎo
羊角风	yángjiǎofēng
羊毛	yángmáo
羊毛出在羊身上	yángmáochūzàiyángshēnshàng
羊圈	yángjuàn
羊质虎皮	yángzhìhǔpí
阳春	yángchūn
阳春白雪	yángchūnbáixuě
阳奉阴违	yángfèngyīnwéi
阳关大道	yángguāndàdào
阳关道	yángguāndào
阳光	yángguāng
阳间	yángjiān
阳起石	yángqǐshí
阳泉	yángquán
阳性	yángxìng
杨家将	yángjiājiàng
佯称	yángchēng
佯降	yángxiáng
佯装	yángzhuāng
洋场	yángchǎng
洋车	yángchē
洋服	yángfú
洋红	yánghóng
洋红色	yánghóngsè
洋货	yánghuò
洋奴哲学	yángnúzhéxué
洋为中用	yángwéizhōngyòng
洋行	yángháng
洋洋大观	yángyángdàguān
洋洋得意	yángyángdéyì
洋洋洒洒	yángyángsǎsǎ
洋洋自得	yángyángzìdé
洋溢	yángyì
仰冲	yǎngchōng
仰角	yángjiǎo
仰面	yǎngmiàn
仰面朝天	yǎngmiàncháotiān
仰慕	yǎngmù
仰人鼻息	yǎngrénbíxī
仰首	yǎngshǒu
仰首伸眉	yǎngshǒushēnméi
仰天大笑	yǎngtiāndàxiào
仰望	yǎngwàng
养兵	yǎngbīng
养兵千日	yǎngbīngqiānrì
养分	yǎngfèn
养蜂场	yǎngfēngchǎng
养父	yǎngfù
养虎遗患	yǎnghǔyíhuàn
养鸡	yǎngjī
养鸡场	yǎngjīchǎng
养家	yǎngjiā
养家活口	yǎngjiāhuókǒu
养精蓄锐	yǎngjīngxùruì
养老	yǎnglǎo
养老金	yǎnglǎojīn
养老院	yǎnglǎoyuàn
养路	yǎnglù
养畜	yǎngchù
养痈成患	yǎngyōngchénghuàn
养痈遗患	yǎngyōngyíhuàn
养育	yǎngyù
养殖	yǎngzhí
养殖场	yǎngzhíchǎng
养殖业	yǎngzhíyè
养猪	yǎngzhū
养猪场	yǎngzhūchǎng
养尊处优	yǎngzūnchǔyōu
氧分压	yǎngfēnyā
氧化铅	yǎnghuàqiān
氧气	yǎngqì
怏怏不乐	yāngyāngbùlè
样板	yàngbǎn
样板戏	yàngbǎnxì
样本	yàngběn
样本量	yàngběnliàng
样机	yàngjī
样品	yàngpǐn
样式	yàngshì
样子	yàngzǐ
幺喝	yāohē
夭亡	yāowáng
夭折	yāozhé
吆喝声	yāoheshēng
吆五喝六	yāowǔhēliù
妖教	yāojiāo
妖魔鬼怪	yāomóguǐguài
妖术	yāoshù
妖言惑众	yāoyánhuòzhòng
腰包	yāobāo
腰缠万贯	yāochánwànguàn
腰杆	yāogǎn
腰杆子	yāogǎnzi
腰肌劳损	yāojīláosǔn
邀功请赏	yāogōngqǐngshǎng
邀请	yāoqǐng
邀请赛	yāoqǐngsài
邀约	yāoyuē
谣传	yáochuán
谣言	yáoyán
摇摆	yáobǎi
摇车	yáochē
摇唇鼓舌	yáochúngǔshé
摇动	yáodòng
摇鹅毛扇	yáoémáoshàn
摇杆	yáogǎn
摇滚乐	yáogǔnyuè
摇晃	yáohuàng
摇篮	yáolán
摇篮车	yáolánchē
摇篮曲	yáolánqǔ
摇落	yáoluò
摇旗呐喊	yáoqínàhǎn
摇钱树	yáoqiánshù
摇身一变	yáoshēnyībiàn
摇头	yáotóu
摇头摆尾	yáotóubǎiwěi
摇头晃脑	yáotóuhuàngnǎo
摇尾乞怜	yáowěiqǐlián
摇摇晃晃	yáoyáohuànghuǎng
摇摇欲坠	yáoyáoyùzhuì
遥测	yáocè
遥感	yáogǎn
遥见	yáojiàn
遥控	yáokòng
遥望	yáowàng
遥相呼应	yáoxiānghūyìng
遥遥	yáoyáo
遥遥领先	yáoyáolǐngxiān
遥遥无期	yáoyáowúqī
遥遥相对	yáoyáoxiāngduì
遥远	yáoyuǎn
遥祝	yáozhù
瑶族	yáozú
杳如黄鹤	yǎorúhuánghè
杳无音信	yǎowúyīnxìn
咬合	yǎohé
咬嚼	yǎojiáo
咬文嚼字	yǎowénjiáozì
咬牙	yǎoyá
咬牙切齿	yǎoyáqièchǐ
药材	yàocái
药厂	yàochǎng
药单	yàodān
药到病除	yàodàobìngchú
药方	yàofāng
药膏	yàogāo
药剂	yàojì
药剂拌种	yàojìbànzhǒng
药量	yàoliàng
药品	yàopǐn
药铺	yàopū
药石	yàoshí
药王	yàowáng
药物	yàowù
药行	yàoxíng
药用	yàoyòng
要隘	yàoài
要案	yàoàn
要不	yàobù
要不得	yàobude
要不然	yàoburán
要不是	yàobushì
要冲	yàochōng
要道	yàodào
要得	yàode
要地	yàodì
要点	yàodiǎn
要端	yàoduān
要犯	yàofàn
要饭	yàofàn
要功	yāogōng
要害	yàohài
要好	yàohǎo
要好看	yàohǎokàn
要价	yàojià
要价还价	yàojiàhuánjià
要件	yàojiàn
要津	yàojīn
要紧	yàojǐn
要诀	yàojué
要脸	yàoliǎn
要领	yàolǐng
要略	yàolüè
要么	yàome
要面子	yàomiànzi
要命	yàomìng
要目	yàomù
要强	yàoqiáng
要求	yāoqiú
要人	yàorén
要塞	yàosài
要事	yàoshì
要死	yàosǐ
要死不活	yàosǐbùhuó
要素	yàosù
要图	yàotú
要位	yàowèi
要闻	yàowén
要务	yàowù
要挟	yāoxié
要言不烦	yàoyánbùfán
要义	yàoyì
要员	yàoyuán
要约	yāoyuē
要则	yàozé
要账	yàozhàng
要职	yàozhí
要旨	yàozhǐ
要子	yàozǐ
耀武扬威	yàowǔyángwēi
耀眼	yàoyǎn
椰干	yēgān
爷儿俩	yéérliǎng
爷爷	yéye
耶和华	yēhéhuá
耶鲁大学	yēlǔdàxué
耶路撒冷	Yēlùsālěng
耶洛奈夫	Yēluònàifū
耶稣教	yēsūjiāo
耶稣教徒	yēsūjiàotú
也罢	yěbà
也好	yěhǎo
也就是说	yějiùshìshuō
也许	yěxǔ
冶金	yějīn
冶金工业部	yějīngōngyèbù
冶炼	yěliàn
野草闲花	yěcǎoxiánhuā
野调无腔	yědiàowúqiāng
野葛	yěgě
野鹤闲云	yěhèxiányún
野火烧不尽	yéhuǒshāobùjìn
野蛮	yěmán
野猫	yěmāo
野炮	yěpào
野生	yěshēng
野生动物	yěshēngdòngwù
野食	yěshí
野食儿	yěshíér
野兽	yěshòu
野外	yěwài
野外工作	yěwàigōngzuò
野心	yěxīn
野心勃勃	yěxīnbóbó
野心家	yěxīnjiā
野营	yěyíng
野营拉练	yěyínglāliàn
野营训练	yěyíngxùnliàn
野战	yězhàn
野战炮	yězhànpào
野种	yězhǒng
业大	yèdà
业绩	yèjì
业经	yèjīng
业精于勤	yèjīngyúqín
业内	yènèi
业务	yèwù
业务量	yèwùliàng
业务员	yèwùyuán
业已	yèyǐ
业余	yèyú
业余大学	yèyúdàxué
业余教育	yèyújiàoyù
业主	yèzhǔ
叶尔加瓦	yèěrjiāwǎ
叶公好龙	yègōnghàolóng
叶冠	yèguàn
叶红素	yèhóngsù
叶卡捷琳堡	yèkǎjiélínbǎo
叶块繁殖	yèkuàifánzhí
叶蜡石	yèlàshí
叶绿素	yèlǜsù
叶绿体	yèlǜtǐ
叶落归根	yèluòguīgēn
叶脉	yèmài
叶尼塞河	yènísāihé
叶圣陶	yèshèngtáo
曳光弹	yèguāngdàn
页数	yèshù
夜班	yèbān
夜奔	yèbēn
夜不闭户	yèbùbìhù
夜长	yècháng
夜长梦多	yèchángmèngduō
夜场	yèchǎng
夜车	yèchē
夜大	yèdà
夜大学	yèdàxué
夜光	yèguāng
夜间	yèjiān
夜间部	yèjiānbù
夜禁	yèjìn
夜静更深	yèjìnggēngshēn
夜空	yèkōng
夜阑人静	yèlánrénjìng
夜郎自大	yèlángzìdà
夜礼服	yèlǐfú
夜里	yèlǐ
夜盲症	yèmángzhèng
夜猫子	yèmāozǐ
夜幕	yèmù
夜尿症	yèniàozhèng
夜曲	yèqǔ
夜色	yèsè
夜深人静	yèshēnrénjìng
夜市	yèshì
夜宿	yèsù
夜晚	yèwǎn
夜校	yèxiào
夜行	yèxíng
夜以继日	yèyǐjìrì
夜总会	yèzǒnghuì
夜作	yèzuò
液化	yèhuà
液化石油气	yèhuàshíyóuqì
液泡	yèpào
液体	yètǐ
液压	yèyā
液压机	yèyājī
谒见	yèjiàn
腋臭	yèchòu
一把手	yībǎshǒu
一败如水	yībàirúshuǐ
一败涂地	yībài-túdì
一班人	yībānrén
一般	yībān
一般的说	yībāndeshuō
一般地说	yībāndeshuō
一般化	yībānhuà
一般见识	yībānjiànshí
一般来说	yībānláishuō
一般说来	yībānshuōlái
一般性	yībānxìng
一板一眼	yībǎnyīyǎn
一半	yībàn
一倍	yībèi
一辈子	yībèizi
一本万利	yīběn-wànlì
一本正经	yīběn-zhèngjīng
一鼻孔出气	yī/bíkǒng/chūqì
一笔勾销	yībǐ-gōuxiāo
一笔抹杀	yībǐ-mǒshā
一笔一划		yībǐyīhuá
一臂	yībì
一臂之力	yībìzhīlì
一边	yībiān
一边倒	yībiāndǎo
一表人才	yībiǎo-réncái
一并	yībìng
一病不起	yībìngbùqǐ
一波三折	yībō-sānzhé
一步到位	yībù-dàowèi
一步登天	yībù-dēngtiān
一步一个脚印	yī/bù/yī/gè/jiǎoyìn
一部分	yībùfen
一草一木	yīcǎoyīmù
一侧	yīcè
一差二错	yīchà-èrcuò
一长制	yīzhǎngzhì
一场春梦	yīchǎng/chūnmèng
一场空	yīchángkōng
一场虚惊	yīchǎngxūjīng
一唱三叹	yīchàngsāntàn
一唱一和	yīchàng-yīhè
一朝	yīzhāo
一朝天子一朝臣	yī/cháo/tiānzǐ/yī/cháo/chén
一朝一夕	yīzhāo-yīxī
一尘不染	yīchén-bùrǎn
一成不变	yīchéng-bùbiàn
一尺水十丈波	yīchǐshuǐshízhàngbō
一筹莫展	yīchóu-mòzhǎn
一储到底	yīchǔdàodǐ
一触即发	yīchù-jífā
一触即溃	yīchù-jíkuì
一传十	yīchuánshí
一串红	yīchuànhóng
一锤定音	yīchuí-dìngyīn
一锤子买卖	yī/chuízi/mǎimai
一次函数	yīcìhánshù
一次性	yīcìxìng
一蹴而就	yīcù'érjiù
一寸光阴一寸金	yīcùnguāngyīnyīcùnjīn
一大半	yīdàbàn
一大堆	yīdàduī
一大二公	yīdàèrgōng
一大批	yīdàpī
一大早	yīdàzǎo
一代	yīdài
一代风流	yīdàifēngliú
一代楷模	yīdàikǎimó
一带	yīdài
一旦	yīdàn
一刀两断	yīdāo-liǎngduàn
一刀切	yīdāoqiē
一道	yīdào
一得之功	yīdézhīgōng
一得之见	yīdézhījiàn
一得之愚	yīdézhīyú
一等	yīděng
一等功	yīděnggōng
一等奖	yīděngjiǎng
一等品	yīděngpǐn
一点	yīdiǎn
一点论	yīdiǎnlùn
一点一滴	yīdiǎnyīdī
一定	yīdìng
一定之规	yīdìngzhīguī
一动不如一静	yīdòngbùrúyījìng
一度	yīdù
一段	yīduàn
一发	yīfā
一发千钧	yīfà-qiānjūn
一帆风顺	yīfān-fēngshùn
一番	yīfān
一反常态	yīfǎn-chángtài
一方	yīfāng
一方面	yīfāngmiàn
一飞冲天	yīfēichōngtiān
一分为二	yīfēnwéièr
一分钟	yīfēnzhōng
一风吹	yīfēngchuī
一夫当关	yīfūdāngguān
一夫一妻制	yīfūyīqīzhì
一改故辙	yīgǎigùzhé
一概	yīgài
一概而论	yīgài'érlùn
一干	yīgān
一干二净	yīgānèrjìng
一个巴掌拍不响	yī/gè/bāzhang/pāi/bù/xiǎng
一个劲	yīgèjìn
一个萝卜一个坑	yī/gè/luóbo/yī/gè/kēngr
一共	yīgòng
一股劲	yīgǔjìnr
一骨碌	yīgūlù
一鼓作气	yīgǔ-zuòqì
一官半职	yīguānbànzhí
一贯	yīguàn
一贯制	yīguànzhì
一棍子打死	yī/gùnzi/dǎ/sǐ
一国两制	yī/guó/liǎng/zhì
一国三公	yīguó-sāngōng
一哄而起	yīhōngérqǐ
一哄而散	yīhōngérsàn
一哄而上	yīhǒngérshàng
一呼百诺	yīhūbǎinuò
一呼百应	yīhū-bǎiyìng
一环扣一环	yīhuánkòuyīhuán
一晃儿	yīhuǎngér
一挥而就	yīhuīérjiù
一回事	yīhuíshì
一会	yīhuì
一伙	yīhuǒ
一级	yījí
一己之私	yījǐzhīsī
一技	yījì
一技之长	yījìzhīcháng
一季度	yījìdù
一家人	yījiārén
一家之言	yījiāzhīyán
一见倾心	yījiànqīngxīn
一见如故	yījiàn-rúgù
一见钟情	yījiàn-zhōngqíng
一箭双雕	yījiàn-shuāngdiāo
一箭之地	yījiànzhīdì
一劲儿	yījìnér
一经	yījīng
一举	yījǔ
一举成名	yījǔ-chéngmíng
一举两得	yījǔ-liǎngdé
一举手之劳	yījǔshǒuzhīláo
一举一动	yījǔ-yīdòng
一句	yījù
一句话	yījùhuà
一决雌雄	yījué-cíxióng
一决胜负	yījué-shèngfù
一蹶不振	yījué-bùzhèn
一刻	yīkè
一刻千金	yīkè-qiānjīn
一客不烦二主	yīkèbùfánèrzhǔ
一孔之见	yīkǒngzhījiàn
一口	yīkǒu
一口咬定	yīkǒuyǎodìng
一块	yīkuài
一块石头落地	yīkuàishítóuluòdì
一来二去	yīlái-èrqù
一览	yīlǎn
一览表	yīlǎnbiǎo
一览无遗	yīlǎnwúyí
一览无余	yīlǎiwúyú
一揽子	yīlǎnzi
一劳永逸	yīláo-yǒngyì
一老一少	yīlǎoyīshǎo
一类	yīlèi
一力承当	yīlìchéngdāng
一例	yīlì
一连	yīlián
一了百了	yīliǎo-bǎiliǎo
一鳞半爪	yīlín-bànzhǎo
一溜风	yīliūfēng
一溜歪斜	yīliūwāixié
一溜烟	yīliúyān
一流	yīliú
一路	yīlù
一路平安	yīlùpíngān
一路上	yīlùshàng
一路顺风	yīlùshùnfēng
一律	yīlǜ
一落千丈	yīluò-qiānzhàng
一马当先	yīmǎ-dāngxiān
一马平川	yīmǎ-píngchuān
一脉相承	yīmài-xiāngchéng
一脉相传	yīmài-xiāngchuán
一脉相通	yīmài-xiāngtōng
一毛不拔	yīmáo-bùbá
一面	yīmiàn
一面之词	yīmiànzhīcí
一面之交	yīmiànzhījiāo
一鸣惊人	yīmíng-jīngrén
一瞑不视	yīmíngbùshì
一命呜呼	yīmìng-wūhū
一模一样	yīmú-yīyàng
一抹	yīmǒ
一木难支	yīmùnánzhī
一目了然	yīmù-liǎorán
一目十行	yīmù-shíháng
一年	yīnián
一年半载	yīnián-bànzǎi
一年到头	yīnián-dàotóu
一年多	yīniánduō
一年来	yīniánlái
一年四季	yīniánsìjì
一年一度	yīniányīdù
一年之计在于春	yīniánzhījìzàiyúchūn
一念之差	yīniànzhīchā
一诺千金	yīnuò-qiānjīn
一拍	yīpāi
一拍即合	yīpāi-jíhé
一排排	yīpáipái
一派	yīpài
一盘棋	yīpánqí
一盘散沙	yīpán-sǎnshā
一旁	yīpáng
一炮打响	yīpào-dáxiǎng
一片冰心	yīpiàn-bīngxīn
一片焦土	yīpiàn-jiāotǔ
一片汪洋	yīpiàn-wāngyáng
一瞥	yīpiē
一贫如洗	yīpín-rúxǐ
一品红	yīpǐnhóng
一平二调	yīpíngèrdiào
一齐	yīqí
一起	yīqǐ
一气	yīqì
一气呵成	yīqì-hēchéng
一千	yīqiān
一钱不值	yīqiánbùzhí
一窍	yīqiào
一窍不通	yīqiào-bùtōng
一切	yīqiè
一清二白	yīqīngèrbái
一清二楚	yīqīngèrchǔ
一清早	yīqīngzǎo
一穷二白	yīqióng-èrbái
一丘之貉	yīqiūzhīhè
一曲	yīqǔ
一去不复返	yīqùbùfùfǎn
一群	yīqún
一人得道	yīréndédào
一任	yīrèn
一仍旧贯	yīréngjiùguàn
一日	yīrì
一日不见	yīrìbùjiàn
一日千里	yīrì-qiānlǐ
一日三秋	yīrì-sānqiū
一日之雅	yīrìzhīyǎ
一如	yīrú
一如既往	yīrú-jìwǎng
一扫而光	yīsǎoérguāng
一扫而空	yīsǎoérkōng
一色	yīsè
一刹那	yīchànà
一身	yīshēn
一身而二任	yīshēnérèrrèn
一身二任	yīshēnèrrèn
一身两役	yīshēnliǎngyì
一身是胆	yīshēn-shìdǎn
一神教	yīshénjiāo
一生	yīshēng
一生一世	yīshēngyīshì
一声不响	yīshēngbùxiǎng
一声令下	yīshēnglìngxià
一失足成千古恨	yī/shīzú/chéng/qiāngǔ/hèn
一石二鸟	yīshí-èrniǎo
一时	yīshí
一时半刻	yīshíbànkè
一时冲动	yīshíchōngdòng
一时间	yīshíjiān
一世	yīshì
一事无成	yīshì-wúchéng
一视同仁	yīshì-tóngrén
一手包办	yīshǒubāobàn
一手一足	yīshǒuyīzú
一手遮天	yīshǒu-zhētiān
一双	yīshuāng
一瞬	yīshùn
一瞬间	yīshùnjiān
一丝不苟	yīsī-bùgǒu
一丝不挂	yīsī-bùguà
一丝一毫	yīsī-yīháo
一塌糊涂	yītāhútú
一潭死水	yītán-sǐshuǐ
一体	yītǐ
一体化	yītǐhuà
一天	yītiān
一条龙	yītiáolóng
一条心	yītiáoxīn
一通	yītòng
一通百通	yītōngbǎitōng
一同	yītóng
一统	yītǒng
一统天下	yītǒngtiānxià
一头	yītóu
一吐为快	yītǔwéikuài
一团和气	yītuán-héqì
一团漆黑	yītuán-qīhēi
一团糟	yītuánzāo
一退六二五	yī/tuī/liù/èr/wǔ
一碗水端平	yī/wǎn/shuǐ/duān/píng
一网打尽	yīwǎng-dǎjìn
一往情深	yīwǎng-qíngshēn
一往无前	yīwǎng-wúqián
一望无际	yīwàng-wújì
一味	yīwèi
一文不名	yīwén-bùmíng
一问三不知	yī/wèn/sān/bù/zhī
一窝蜂	yīwōfēng
一无	yīwú
一无是处	yīwúshìchǔ
一无所长	yīwúsuǒcháng
一无所得	yīwúsuǒdé
一无所获	yīwúsuǒhuò
一无所有	yīwúsuǒyǒu
一无所知	yīwúsuǒzhī
一五一十	yīwú-yīshí
一物降一物	yī/wù/xiáng/yī/wù
一误再误	yīwùzàiwù
一息尚存	yīxī-shàngcún
一席话	yīxíhuà
一席之地	yīxízhīdì
一系列	yīxìliè
一下	yīxià
一下子	yīxiàzi
一线	yīxiàn
一相情愿	yīxiāng-qíngyuàn
一厢情愿	yīxiāng-qíngyuàn
一向	yīxiàng
一笑置之	yīxiào-zhìzhī
一些	yīxiē
一泻千里	yīxiè-qiānlǐ
一蟹不如一蟹	yī/xiè/bùrú/yī/xiè
一心	yīxīn
一心一德	yīxīn-yīdé
一心一意	yīxīn-yīyì
一新	yīxīn
一星半点	yīxīng-bàndiǎnr
一星期	yīxīngqī
一行	yīxíng
一言不发	yīyán-bùfā
一言不语	yīyán-bùyǔ
一言九鼎	yīyán-jiǔdǐng
一言难尽	yīyán-nánjìn
一言为定	yīyán-wéidìng
一言一行	yīyányīxíng
一言以	yīyányǐ
一言以蔽之	yī/yán/yǐ/bì/zhī
一氧化铅	yīyǎnghuàqiān
一样	yīyàng
一叶扁舟	yīyè-piānzhōu
一叶知秋	yīyè-zhīqiū
一一	yīyī
一一对应	yīyīduìyīng
一衣带水	yīyī-dàishuǐ
一意	yīyì
一意孤行	yīyì-gūxíng
一饮而尽	yīyǐnérjìn
一应	yīyīng
一应俱全	yīyīngjùquán
一拥而上	yīyōngérshàng
一隅三反	yīyú-sānfǎn
一隅之见	yīyúzhījiàn
一语道破	yīyǔdàopò
一语破的	yīyǔ-pòdì
一语双关	yīyǔshuāngguān
一元化	yīyuánhuà
一元论	yīyuánlùn
一月	yīyuè
一月份	yīyuèfèn
一再	yīzài
一早	yīzǎo
一展风采	yīzhǎnfēngcǎi
一张一弛	yīzhāngyīchí
一针见血	yīzhēn-jiànxiě
一针一线	yīzhēnyīxiàn
一枕黄梁	yīzhěn-huángliáng
一阵	yīzhèn
一阵子	yīzhènzi
一整套	yīzhěngtào
一知半解	yīzhī-bànjiě
一直	yīzhí
一纸空文	yīzhǐ-kōngwén
一致	yīzhì
一致认为	yīzhìrènwéi
一致性	yīzhìxìng
一掷千金	yīzhì-qiānjīn
一柱擎天	yīzhùqíngtiān
一专多能	yīzhuānduōnéng
一砖一瓦	yīzhuānyīwǎ
一转眼	yīzhuányǎn
一着不慎	yīzhāobùshèn
一字褒贬	yīzìbāobiǎn
一字长蛇阵	yīzì/chángshézhèn
一字千金	yīzì-qiānjīn
一字一板	yīzì-yībǎn
一字之师	yīzìzhīshī
伊德利卜	Yīdélìbǔ
伊夫岛	Yīfūdǎo
伊克昭盟	Yīkèzhāoméng
伊拉克	Yīlākè
伊拉帕尔	Yīlāpàěr
伊洛克	Yīluòkè
伊尼扬巴内	Yīníyángbānèi
伊普斯威奇	Yīpǔsīwēiqí
伊热夫斯克	Yīrèfūsīkè
伊塞克湖	Yīsāikèhú
伊莎贝拉	Yīshābèilā
伊舍伍德	Yīshěwǔdé
伊始	yīshǐ
伊斯兰堡	Yīsīlánbǎo
伊斯兰教	Yīsīlánjiào
伊塔那加尔	Yītǎnàjiāěr
伊万科夫	Yīwànkēfū
伊万诺夫	Yīwànnuòfū
伊于胡底	yīyúhúdǐ
衣摆	yībǎi
衣包	yībāo
衣胞	yībāo
衣钵	yībō
衣钵相传	yībōxiāngchuán
衣不蔽体	yībùbìtǐ
衣不解带	yībùjiědài
衣橱	yīchú
衣带	yīdài
衣袋	yīdài
衣兜	yīdōu
衣蛾	yīé
衣分	yīfēn
衣勾	yīgōu
衣钩	yīgōu
衣冠	yīguàn
衣冠不整	yīguànbùzhěng
衣冠楚楚	yīguān-chǔchǔ
衣冠禽兽	yīguān-qínshòu
衣冠冢	yīguànzhǒng
衣柜	yīguì
衣夹	yījiá
衣架	yījià
衣角	yījiǎo
衣襟	yījīn
衣锦还乡	yìjǐn-huánxiāng
衣锦荣归	yìjǐn-róngguī
衣扣	yīkòu
衣裤	yīkù
衣来伸手	yīláishēnshǒu
衣料	yīliào
衣领	yīlǐng
衣履	yīlǚ
衣帽	yīmào
衣帽架	yīmàojià
衣帽间	yīmàojiān
衣裙	yīqún
衣衫	yīshān
衣裳儿	yīshɑngér
衣食	yīshí
衣食父母	yīshí-fùmǔ
衣食住行	yī-shí-zhù-xíng
衣饰	yīshì
衣物	yīwù
衣箱	yīxiāng
衣袖	yīxiù
衣鱼	yīyú
衣原体	yīyuántǐ
衣装	yīzhuāng
衣着	yīzhuó
医大	yīdà
医德	yīdé
医护	yīhù
医科	yīkē
医疗	yīliáo
医疗队	yīliáoduì
医生	yīshēng
医师	yīshī
医士	yīshì
医术	yīshù
医务	yīwù
医务室	yīwùshì
医学	yīxué
医学会	yīxuéhuì
医学院	yīxuéyuàn
医药	yīyào
医用	yīyòng
医院	yīyuàn
医治	yīzhì
依此类推	yīcǐlèituī
依次	yīcì
依从	yīcóng
依存	yīcún
依法	yīfǎ
依附	yīfù
依赫瓦尼	yīhèwǎní
依旧	yījiù
依据	yījù
依靠	yīkào
依赖	yīlài
依赖性	yīlàixìng
依然	yīrán
依然故我	yīrángùwǒ
依然如故	yīránrúgù
依托	yītuō
依稀可见	yīxīkějiàn
依样画葫芦	yīyànghuàhúlú
依依	yīyī
依依不舍	yīyībùshě
依依惜别	yīyīxībié
依约	yīyuē
依仗	yīzhàng
依照	yīzhào
咿呀	yīyɑ
揖别	yībié
仪表	yíbiǎo
仪观	yíguān
仪器	yíqì
仪容	yíróng
仪式	yíshì
仪态	yítài
仪态万方	yítài-wànfāng
夷为平地	yíwéipíngdì
沂蒙	yíméng
宜宾	yíbīn
宜昌	yíchāng
宜都	yídōu
宜兴壶	yíxīnghú
怡和	yíhé
怡乐	yílè
怡然自得	yíránzìdé
怡然自乐	yíránzìlè
姨父	yífù
贻害无穷	yíhàiwúqióng
贻人口实	yírénkǒushí
贻误	yíwù
贻笑大方	yíxiào-dàfāng
胰脏	yízāng
移泊	yíbó
移动	yídòng
移风易俗	yífēng-yìsú
移花接木	yíhuā-jiēmù
移交	yíjiāo
移居	yíjū
移民	yímín
移情别恋	yíqíng-biéliàn
移山倒海	yíshān-dǎohǎi
移送	yísòng
移天易日	yítiānyìrì
移行	yíháng
移栽	yízāi
移植	yízhí
移转	yízhuǎn
移樽就教	yízūn-jiùjiào
遗产	yíchǎn
遗产税	yíchǎnshuì
遗臭万年	yíchòu-wànnián
遗传	yíchuán
遗传病	yíchuánbìng
遗传工程	yíchuángōngchéng
遗传物质	yíchuánwùzhì
遗传型	yíchuánxíng
遗传性	yíchuánxìng
遗传性疾病	yíchuánxìngjíbìng
遗传学	yíchuánxué
遗传学家	yíchuánxuéjiā
遗存	yícún
遗毒	yídú
遗风	yífēng
遗腹子	yífùzǐ
遗稿	yígǎo
遗孤	yígū
遗骨	yígǔ
遗骸	yíhái
遗害	yíhài
遗害无穷	yíhàiwúqióng
遗憾	yíhàn
遗恨	yíhèn
遗患	yíhuàn
遗祸	yíhuò
遗迹	yíjì
遗教	yíjiāo
遗精	yíjīng
遗老	yílǎo
遗老遗少	yílǎoyíshào
遗留	yíliú
遗漏	yílòu
遗落	yíluò
遗民	yímín
遗墨	yímò
遗念	yíniàn
遗尿	yíniào
遗尿症	yíniàozhèng
遗篇	yípiān
遗弃	yíqì
遗缺	yíquē
遗容	yíróng
遗少	yíshǎo
遗失	yíshī
遗世独立	yíshìdúlì
遗事	yíshì
遗书	yíshū
遗孀	yíshuāng
遗俗	yísú
遗体	yítǐ
遗忘	yíwàng
遗忘症	yíwàngzhèng
遗文	yíwén
遗闻	yíwén
遗物	yíwù
遗像	yíxiàng
